site_ID,LAT,LONG,ELEV,IGBP,Climate_class,MAP,NEE,NEE_day,NEE_night,MATA,SSTA,IATA,DRTA,warm_rate,warm_ratep,EVI,NDVI,LAI,GPP,SOC,TAS_tot,TAS_totp,TAS,TASp,Tmin1,Tmin2,Tmin3,Tmin4,Tmin5,Tmin6,Tmin7,Tmin8,Tmin9,Tmin10,Tmin11,Tmin12,TS_TA,TSmin_c,TSmin_c_gs,NEE_night_mod_p,NEE_night_mod_f,NEE_night_mod_fa
US-Tw1,38.1074,-121.6469,-5,WET,Csa,421,-293.5906741,-813.371817,519.7811429,14.97899791,5.749033788,0.784274591,13.83150879,-0.045649088,0.49521366,0.289151882,0.503075661,0.799678856,1.184036319,231,-0.040318829,0.312271766,-0.023833403,0.601679035,1.134798408,1.478095269,0.949816895,0.756849861,0.916336703,0.899560285,1.32307682,1.555384326,1.718388295,1.846520138,1.396703339,0.752600753,0.530028131,0.650526983,0.785711323,3.304502824,3.378635411,3.273281318
US-Ced,39.8379,-74.3791,58,CSH,Cfa,1138,-81.89364433,-716.4009075,634.5072632,12.02906544,9.123204938,0.711612046,9.751491014,-0.118216295,0.21852746,0.345113921,0.696850985,2.277825488,1.573939618,28,-0.003158591,0.864654056,0.004808944,0.762591322,2.360219765,2.191355228,2.085421276,1.394798517,1.379780245,1.351941371,1.796263504,1.834725809,1.915458059,1.408571124,2.208937693,2.131062222,0.71792931,1.319705723,1.16786951,4.981090859,5.320367913,5.300778176
US-Oho,41.5545,-83.8438,230,DBF,Dfa,849,-783.1932372,-1155.569792,372.3765549,10.50362975,10.21148895,0.838409997,8.987854462,0.117732615,0.220636084,0.347107241,0.589715782,2.292612784,1.517473154,81.170762,0.014666115,0.195705788,0.031514405,0.021623002,3.03604393,3.057142782,2.564029264,1.42117219,1.331867957,1.682124853,2.337729645,2.516556787,2.159853363,2.056850052,2.361098909,2.638827848,0.647526966,1.465747307,1.375074695,4.758190592,5.042908995,5.145641783
US-Slt,39.9138,-74.596,30,DBF,Dfa,1138,18.42646551,-542.1333197,560.5597852,12.34155473,9.354407665,0.690651922,10.76633312,-0.058675779,0.473103406,0.367755213,0.669821001,2.413414359,1.811010277,67.65037873,-0.019407152,0.592117771,0.029203038,0.315284359,2.464249039,2.286153889,2.071428585,1.451868105,1.426593566,1.396556711,1.809157181,1.932307696,1.85575099,1.354652143,2.199121046,2.196410227,0.683857779,1.2790562,1.170380061,5.897064046,6.243348117,6.103136699
US-Wrc,45.8205,-121.9519,371,ENF,Csb,2452,-290.6447683,-488.0285028,197.3837344,9.19377554,7.204713761,0.778607021,8.80484451,0.034175599,0.491784887,0.357653456,0.775579843,2.362630575,1.441205488,100.6444175,0.03654644,0.055871405,0.049428427,0.004639007,1.233553123,2.01311357,1.667399263,1.329597068,1.053846264,1.447912169,1.83472538,2.167985439,1.921098971,1.505421281,2.14205122,1.786813188,0.679770109,1.138814159,1.110928166,2.192956307,2.468787977,2.57108452
AU-Tum,-35.6566,148.1517,1200,EBF,Cfb,1159.01,-666.4303636,-1557.725801,891.2954371,9.53248649,6.151570981,0.896021748,6.046908514,0.13211719,0.018791854,0.345878013,0.748531321,4.145199453,2.483637077,123.3451004,-0.018594541,0.186068235,-0.011158771,0.413216581,1.055677629,1.473772979,1.540732551,1.312673926,2.081684971,0.987472522,0.77670331,1.250769234,1.223003626,1.421685004,0.832381153,1.344395638,0.653008603,0.832637804,0.736838016,5.837434637,6.218887637,6.134262687
BE-Bra,51.3076,4.5198,16,MF,Cfb,750,-157.1748692,-744.7111419,587.5362726,11.08417456,6.043218848,0.807030322,6.569647458,0.052952416,0.018255883,0.358924365,0.694204121,2.136142275,1.351740612,79.58034515,-0.003712409,0.807628063,0.057264063,0.000291498,0.757289386,0.563003629,1.102710652,0.145641105,0.809963107,0.667472589,1.568571472,1.49223423,1.568058729,1.073919559,0.594871807,1.311648321,0.494744479,0.480536432,0.565401406,4.662683621,4.914241568,4.903937387
BE-Vie,50.3049,5.9981,493,MF,Cfb,1062,-478.5766696,-1021.335334,542.7586639,8.46045321,6.51403277,0.900086419,6.285451708,0.030922692,0.167998167,0.347086027,0.70812739,2.020672443,1.301817589,129.024826,-0.004547287,0.513000595,0.012796654,0.104295039,1.164395642,0.822124565,1.286959696,0.096483612,0.848717916,0.891868174,1.793772697,1.844835281,1.855457711,1.073479819,0.641904831,1.605714273,0.583335115,0.676946509,0.723903001,4.223557912,4.46973166,4.455042411
CH-Lae,47.4783,8.3644,689,MF,Cfb,1100,-231.2000964,-765.6706052,534.4705088,8.863416896,7.787510412,1.354618255,6.140842917,0.202880025,5.92E-06,0.402360013,0.6917319,2.704207068,1.473129309,79.23197937,0.032613006,0.001158388,0.046648254,2.16E-06,2.334432268,2.074798512,1.861831498,0.413333285,0.847985327,0.649523711,1.957728577,2.01890111,1.921977901,1.470109844,1.102271008,2.343003654,0.628703905,0.995232869,0.956419015,5.43851911,5.492559499,5.666581677
CZ-BK1,49.5021,18.5369,875,ENF,Dfb,1316,-706.6733244,-1175.156682,468.4833579,7.291310547,7.844266283,1.003470324,5.894623387,-0.053366809,0.144047521,0.302740047,0.694963782,1.84740988,1.125236073,235.81073,-0.007554362,0.541414746,0.00826288,0.571885892,2.720512772,2.3594872,2.381904793,1.104468894,1.555311322,1.300512862,1.784175491,1.731941271,2.265274763,1.639560366,0.668131888,2.637435913,0.603207028,1.113355173,0.995219826,3.04661824,3.264588109,3.24013615
CZ-wet,49.0247,14.7704,426,WET,Dfb,604,71.48282284,-385.1288449,456.6116677,8.911054396,7.611987796,0.723027409,10.79231796,0.07670275,0.006964567,0.375033785,0.584404436,1.402278635,1.132827546,76.55177307,0.006934751,0.648902908,0.007904925,0.653890512,2.400659323,1.936043954,2.007326031,0.450329661,1.256043887,0.967179406,1.742417526,1.898461533,2.296996355,1.76249094,0.690695953,2.189084196,0.721225374,1.177864938,0.92269615,6.045192688,6.538954958,6.580929708
DE-Gri,50.95,13.5126,385,GRA,Cfb,901,-84.30589712,-629.3600699,545.0541728,8.805153606,7.493733116,0.726677589,10.00271773,0.051769998,0.064193587,0.350130309,0.674273162,2.345711073,1.246221999,89,0.025977947,0.11611386,0.004703947,0.755864313,2.060805893,1.628278375,2.007838821,0.484249043,1.182197809,1.154139185,1.817289162,1.775311446,1.928791046,1.519267368,0.7421978,1.886080599,0.76142276,1.153964527,0.833277466,5.802784913,6.330447229,6.468975332
DE-Hai,51.0792,10.4522,430,DBF,Cfb,720,-498.7046313,-932.0356965,433.3310652,8.628835216,7.54176601,0.862168164,5.67914811,0.074612906,0.006643882,0.377834505,0.684471695,2.145898905,1.146030609,79,-0.031247279,0.005229361,0.003542519,0.688276042,1.805201483,1.325128174,1.892600751,0.481465226,1.232967067,1.224541926,1.899780273,1.848424864,2.044908524,1.547252798,0.784102535,1.833553123,0.673786318,1.006183455,1.146278101,3.663150867,3.863720948,3.727779036
DE-Tha,50.9626,13.5651,385,ENF,Cfb,843,-469.9890761,-870.1871945,400.1981184,9.403383426,7.758966904,0.965046436,6.320823898,0.085631428,1.04E-05,0.326846296,0.725934082,2.003417007,1.169481732,79,-0.014108656,0.022730607,0.010368056,0.167625868,2.064981651,1.538608027,2.062564087,0.564395452,1.21501832,1.186739922,1.824028969,1.765421367,1.930842471,1.536630058,0.692893887,1.917362642,0.701470303,1.069712216,1.050581512,3.635739655,3.895286471,3.837975185
DK-Sor,55.4859,11.6446,40,DBF,Cfb,660,-228.2771997,-912.3899291,684.1127294,8.761278262,6.46255963,0.794071683,5.091216518,0.064304148,0.00125253,0.394364844,0.631647917,2.57819245,1.506749902,91.67423248,-0.026402476,0.000242637,-0.014391943,0.086865465,1.200952387,1.291355371,1.769010973,0.944249082,1.345714355,1.606300545,1.594578743,1.575750947,1.394358873,1.501025772,1.071282101,1.21890111,0.574062646,0.789981014,0.86620823,7.422306226,7.862975818,7.685189965
FI-Hyy,61.8474,24.2948,181,ENF,Dfc,709,-214.3829499,-519.4189779,305.036028,4.800296168,9.113926888,1.143711177,6.323518454,0.062312971,0.039524353,0.244738757,0.505136386,1.943659673,1.074986145,44.4856987,-0.03344543,2.02E-12,-0.013892301,0.007246234,3.755384636,2.35809536,3.570109653,2.381465244,2.11706953,2.439780426,1.698974228,1.984908223,1.319780231,2.467619085,2.177435875,2.838974333,0.682527679,1.655675464,1.418312762,4.172597937,4.747244847,4.52731178
FI-Sod,67.3624,26.6386,180,ENF,Dfc,500,98.69725862,-99.03957884,197.7368375,1.025611555,10.62006747,0.602333311,8.273908543,0.105962622,0.019552223,0.142862776,0.331580344,0.518258003,0.48274721,133.773407,0.009323711,0.355657564,0.00626834,0.659893252,3.354432011,3.019927359,3.832380915,1.663882709,2.333186865,2.736996508,1.851208878,1.904908323,1.667985368,2.636556768,2.87304039,2.563150311,0.759425775,1.926261733,1.426823613,3.165092797,3.864191089,3.915941006
FR-Pue,43.7413,3.5957,270,EBF,Csa,883,-265.3477035,-732.8361426,467.4884391,14.14700288,6.646252906,0.608136711,8.555168644,0.073066865,0.007271348,0.353271042,0.675778764,2.071754447,1.469869503,62,0.00953117,0.60994459,0.015245763,0.225441844,1.381391931,1.744468832,0.865567648,0.047032855,0.864615405,0.75391978,1.856703186,2.391501522,1.907838845,1.052307534,0.80388298,1.646959782,0.873041932,1.114306364,0.900749908,2.966794011,3.094101762,3.120779599
IT-MBo,46.0147,11.0458,1550,GRA,Dfb,1214,-18.35024962,-604.923343,586.5730934,5.534325946,6.858998873,0.607323328,7.021436588,0.073215493,0.000419396,0.295786994,0.428941811,1.19291086,1.062056088,78.88999939,-0.014260072,0.133249389,-0.016931813,0.306880087,2.705641031,2.264249086,1.509303999,0.197948796,0.936923099,0.755750847,2.082344818,2.176923275,2.397509289,1.578315163,0.538901126,2.230183077,0.939152646,1.516261446,0.964754104,6.155140594,6.677133063,6.585901647
IT-Noe,40.6062,8.1517,25,CSH,Csa,588,-144.5370835,-606.3531926,461.8161091,16.58813026,5.492418466,0.821192524,10.46238128,0.08232252,0.033547257,0.277665955,0.625079713,1.202199945,1.781909619,77.93000031,0.018738256,0.132186951,0.025804093,0.077183169,1.285836577,1.449938893,0.87362655,0.311111331,0.786691129,0.944688797,1.458730698,1.971673091,1.901465019,1.081685026,0.683150291,1.295115948,0.69470054,0.813014604,0.666360642,3.009185223,3.112501798,3.151609503
IT-Ren,46.5869,11.4337,1730,ENF,Dfc,809.3,-680.608856,-994.5684411,313.9595851,4.721927376,7.057612986,0.67597391,7.231511816,0.040318866,0.075452577,0.255662627,0.544748507,1.531326709,1.076196603,102.0999985,-0.01431735,0.220314896,-0.017005688,0.129211934,2.801172161,2.520366335,1.8523808,0.276630041,1.029890144,0.844908488,2.048205376,2.001025796,2.411062241,1.695824122,0.815750921,2.48732605,0.762129826,1.320043311,1.169821208,2.448677617,2.74395427,2.698379222
IT-SRo,43.7279,10.2844,6,ENF,Csa,920,-383.4559854,-1080.222937,696.7669516,15.30033358,6.470837745,0.42321107,8.698711299,-0.058623717,0.03826703,0.310257224,0.684966945,1.937945016,1.646346497,76.83000183,-0.017782431,0.115999428,0.001427682,0.907394191,1.56373629,1.58782053,1.085988984,0.317124538,1.028022036,1.017216042,1.913827419,2.269139469,2.211080551,1.409890503,0.500640869,1.427747309,0.751847759,1.023279495,1.010662548,4.098026086,4.166083475,4.091879266
NL-Loo,52.1666,5.7436,25,ENF,Cfb,786,-477.5499893,-954.8483328,477.2983435,10.34300169,6.442518982,0.71987773,7.05813553,0.047235934,0.043528596,0.330614882,0.723400637,1.931156061,1.3148559,57.43982315,-0.050570863,0.00018475,0.041688778,0.007348214,0.875531125,0.61260072,1.195018387,0.201025575,0.841904843,0.77091552,1.496996117,1.308424664,1.492747259,1.146007419,0.749596977,1.378827763,0.484425815,0.487235338,0.574664858,4.243859015,4.315198366,4.191597797
RU-Fyo,56.4615,32.9221,265,ENF,Dfb,711,79.80165481,-468.2706558,548.0723106,5.501188621,9.866869421,0.729567956,6.809816949,0.046797234,0.022630847,0.285396238,0.61108608,1.67563701,1.035257592,56.61304092,0.00934428,0.616580714,0.009311266,0.643062771,2.882124662,2.260439444,2.955311298,2.71714282,1.680879164,2.603369761,1.852527237,1.637802291,1.575604415,1.661611652,1.273333311,2.734725237,0.471019644,1.01406099,1.076833285,6.459833084,7.201186161,7.274011945
ZA-Kru,-25.0197,31.4969,359,SAV,Bsh,547,24.56452799,-460.0679193,484.6324473,21.90767249,3.22304914,0.620008004,10.9047387,0.013852174,0.753172722,0.270693112,0.456128619,1.013002659,1.229694056,46.12785339,-0.160803408,0.016017256,-0.023068415,0.461387937,1.4060812,1.219633913,1.597142625,1.041757607,1.385787773,0.84315021,1.544102573,1.013992453,1.674065948,1.476044989,1.264688492,1.185641265,0.850209386,1.108962751,1.119001733,3.6285727,3.554716892,2.969329386
IT-Tor,45.8444,7.5781,2160,GRA,Dfc,920,-53.3990208,-378.8807397,325.4817189,3.56659102,6.66248492,0.784092952,7.578815292,0.114557118,0.008365254,0.208387361,0.342706532,0.901416538,0.668415359,85.83999634,-0.010444809,0.468303108,0.00856435,0.59442,2.460219765,2.518901062,1.684175754,0.138388263,0.835164821,0.773406589,1.867326069,2.231355381,1.920952368,1.265274715,0.846959817,2.172674084,0.966449143,1.507241763,1.626282104,2.687262053,2.989051329,2.938707474
BE-Dor,50.311876,4.968113,250,GRA,Cfb,581.795,-97.47695411,-959.9526312,862.4756771,10.10352937,6.154928779,0.581677068,8.683038069,0.085204641,0.038045364,0.445718876,0.64723544,1.458163337,1.156422753,83.44987488,0.011437532,0.107035818,0.012889592,0.082779362,0.915604365,0.755384612,1.126007318,0.095164683,0.787765551,0.853919208,1.715458107,1.780806041,1.628571129,0.987399435,0.574285555,1.397875452,0.80947363,0.85117781,0.920332763,6.690327961,7.200290406,7.276483391
CH-Fru,47.115833,8.537778,982,GRA,Dfb,1651,-298.7561419,-912.3578601,613.6017183,8.040394743,7.207652341,0.634855889,7.570932517,0.049700667,0.096466751,0.412596029,0.604985807,1.838815037,1.284101184,82.63198853,0.001522747,0.821719791,0.00735325,0.305088711,2.505714273,2.299194193,1.898095226,0.353479809,0.863370049,0.682270992,1.980073357,2.025714254,1.905201411,1.446227026,1.105934048,2.421025705,0.808073943,1.31219763,1.061717426,7.650217134,8.277319604,8.290712594
CZ-RAJ,49.443724,16.696513,648,ENF,Dfb,681,-383.8099078,-859.1850694,475.3751616,8.30023572,8.578157401,0.662898357,5.839098805,0.118344547,0.054959484,0.270829953,0.629061353,1.631297266,1.123155914,124.493309,0.016381209,0.34532056,0.029259236,0.098435822,2.535677624,2.014065981,2.230989075,0.779194117,1.464908433,1.18102572,1.841465187,1.835311317,2.173333216,1.596923041,0.718754601,2.348278332,0.578627778,0.999093759,0.956436284,3.568876111,3.781889842,3.841609524
CZ-Stn,49.035975,17.9699,564,DBF,Dfb,685,-278.4308721,-821.3693176,542.9384455,8.981183231,8.378014241,0.696085384,5.978236731,0.049177137,0.362930865,0.361638678,0.655961827,2.355919025,1.209672552,84.73412323,-0.004925014,0.645522886,0.001741714,0.900210042,2.70161171,2.285640907,2.261318731,0.897948718,1.475750947,1.323003674,1.862271118,1.917729044,2.401977921,1.727912235,0.639633691,2.547032976,0.655704176,1.204410089,1.213647142,4.234643898,4.298243,4.272628046
DE-Obe,50.78666,13.72129,743,ENF,Dfb,996,-226.0576898,-858.8589465,632.8012567,6.931686928,7.727484488,0.792809282,5.242184288,0.107215604,0.025641966,0.281580623,0.706213976,1.644797587,1.111574767,89,-0.007455748,0.500585083,-0.014606522,0.212235269,2.093626308,1.634725451,2.00820508,0.516410315,1.209377122,1.1902565,1.78959713,1.797216105,1.929010868,1.532380843,0.739267409,1.948351598,0.711027414,1.089556174,0.998811261,5.297068511,5.711560666,5.669185308
DE-RuR,50.6219,6.3041,514.7,GRA,Cfb,1033,-118.1924847,-824.3599101,706.1674254,8.585240935,6.439987981,0.695806874,7.157439461,0.127582141,0.006109877,0.473789227,0.688206331,2.001362852,1.308888839,70,0.002520928,0.79208907,0.01925856,0.108391578,1.196483564,0.82747252,1.387179494,0.152380943,0.878461492,0.98153826,1.880952263,1.813699579,1.821391845,1.153553176,0.647325993,1.655091548,0.724818876,0.869512697,0.741203533,6.405920873,6.703936533,6.716474688
CH-Aws,46.583194,9.790417,1942,GRA,Dfc,918,-343.0896427,-843.3451623,500.2555196,4.736015307,6.407486521,1.247887515,7.590693975,0.091578615,0.167267203,0.162847466,0.351048982,0.873428717,0.77464745,98.25754547,-0.000993057,0.926303571,0.018614866,0.095522149,2.787032604,2.693040371,1.976043868,0.332087919,0.998754597,0.947985339,2.261538506,2.301172209,2.184615374,1.654798508,0.989670372,2.572454023,0.7568967,1.368670675,1.292988362,6.568393473,7.261298431,7.251980826
ES-LJu,36.926594,-2.752115,1613,OSH,Csb,400,-9.391672394,-74.64457368,65.25290129,11.96583513,6.879885067,0.552650551,6.871019162,0.045157168,0.27187656,0.156131754,0.364742,0.37733976,0.559924323,37.08029556,-0.071593727,4.16E-05,-0.045590668,0.009468444,1.601684976,1.824835181,0.906153882,0.615677679,0.95076915,1.150769234,1.571722031,1.868791294,2.143296528,1.388791227,1.825860691,1.746007323,0.990340188,1.452033416,1.406030103,0.418996852,0.409944519,0.370687317
FR-FBn,43.24079,5.67865,433,MF,Csa,700,-561.031217,-1048.759881,487.7286638,14.17918059,6.518112649,0.719903847,6.832651808,0.110229412,0.001048193,0.312322154,0.653080885,1.851690379,1.666571775,62,0.052401048,0.001147715,0.063881633,2.76E-07,1.252674103,1.614212489,0.935311377,0.115897574,0.960952437,0.809010899,1.78183136,2.202783918,1.918168736,1.08864454,0.714139175,1.516703176,0.690010942,0.857357558,0.894913492,2.783566717,2.844079864,2.980627945
FR-Fon,48.476358,2.780096,104,DBF,Cfb,720,-591.8595692,-1088.31904,496.4594705,11.78157291,6.489655199,0.782169161,7.500926756,0.088012293,0.001213554,0.407642864,0.668099172,2.54211371,1.720085086,45,0.005551369,0.666686603,0.054231781,2.26E-05,1.003589761,0.93010987,0.994871759,-0.028351681,0.700952458,0.651648462,1.820732498,2.008718014,1.755457878,0.73128221,0.344102478,1.340659332,0.636696119,0.650160812,0.86376411,5.204449534,5.363169575,5.388948122
GF-Guy,5.2788,-52.9249,48,EBF,Am,3041,-216.8726864,-1785.074963,1568.202277,25.82239916,0.834998804,0.379572362,4.932944155,0.039486148,0.001481587,0.4743174,0.811933862,4.132823189,3.369946767,23.96599197,-0.013418972,0.202479012,0.051173282,3.18E-05,1.059780049,1.250842237,1.117069221,1.367032838,1.16417551,1.244909024,1.105054855,1.287692404,1.31010983,1.290475392,1.280073547,1.183663607,1,1.221739876,1.220385256,9.212317653,9.23760953,9.087563475
IL-Yat,31.345045,35.051989,652,ENF,Csa,285,-128.6588153,-357.1603216,228.5015064,18.37615502,6.377912335,0.624908652,10.3076309,0.044896336,0.063426871,0.199036791,0.345148009,0.591916179,0.596915955,20.85048294,-0.025514476,0.042019399,-0.00302514,0.758148777,1.094066024,0.743369925,0.310109988,1.432381129,1.161611891,1.329743361,1.253479767,1.38761878,1.349230385,1.567179537,1.513406372,1.033626521,1.035566878,1.223334456,0.965121172,1.975246759,2.082029577,2.031386602
SE-Deg,64.182,19.5565,270,GRA,Dfc,523,-52.35171376,-113.8946477,61.54293393,2.578362907,9.399473566,0.902916428,8.829492384,0.018800506,0.512202456,0.209691561,0.403204798,0.922377521,0.793380385,81.22222137,0.008740501,0.413158523,0.022244752,0.040555408,3.238314915,2.996923113,3.677069807,1.699120927,2.489230824,2.441025591,1.665494728,1.9271065,1.482344246,2.3421978,2.041758251,2.097435856,0.847713089,1.984921792,1.69044763,1.179498286,1.409951287,1.430938489
IT-SR2,43.732022,10.29091,13,ENF,Csa,920,-222.0094793,-1243.523578,1021.514099,15.80013189,6.137176723,0.396637986,7.80952793,0.037104286,0.427793133,0.363638427,0.779128469,2.535840614,1.819763477,76.83000183,0.00729863,0.600528924,0.010093981,0.560097455,1.56373629,1.58782053,1.085988984,0.317124538,1.028022036,1.017216042,1.913827419,2.269139469,2.211080551,1.409890503,0.500640869,1.427747309,0.68991362,0.938985921,0.977990183,6.239582605,6.37392814,6.419587931
CH-Dav,46.8153,9.8559,1639,ENF,Dfc,1062,-17.38580856,-558.4503074,541.0644989,4.405167189,7.092082804,0.716998184,7.902961279,0.050853413,0.001118704,0.202076474,0.436143668,0.889368032,0.796840449,94.02565002,-0.000140749,0.986857583,-0.008377858,0.29185491,2.849889994,2.576337099,1.967692447,0.419194198,0.992454195,1.035531175,2.298974323,2.2616117,2.208131886,1.652893758,1.12923069,2.587106228,0.615032334,1.126485416,0.957657306,3.332820648,3.758869132,3.758362511
DE-Akm,53.8662,13.6834,-1,WET,Cfb,558,-46.71887183,-558.9825569,512.263685,10.02900608,6.635480757,0.993876892,7.310357203,0.102004095,0.132218063,0.278787594,0.499805376,1.581386307,1.21551104,244,0.028421956,0.282778643,0.032843854,0.23893251,1.626227093,1.408864522,1.827472472,0.868131936,1.308351731,1.449670243,1.603077126,1.591282344,1.641978145,1.694652128,0.942417669,1.552454209,0.633455055,0.92455825,0.943939356,5.13887908,5.641782197,5.795192015
DE-Hte,54.2103,12.1761,0.2,WET,Dfb,645,-155.7901619,-412.3708217,256.5806597,9.821001477,6.877626866,0.80949768,5.516676301,0.229410385,0.013934314,0.295211128,0.589761018,1.702147167,1.199182387,107,0.087775802,0.015093458,0.125566774,0.000410914,1.332325995,1.384432226,1.824175835,0.93663013,1.353388101,1.630769193,1.564835072,1.51593402,1.482051522,1.54496339,0.960164726,1.34349817,0.574822975,0.80825707,0.883759434,2.959072643,3.099698651,3.349722781
DE-Hzd,50.96381,13.48978,395,DBF,Dfb,877,164.9111751,-444.6880072,609.5991823,9.883968124,7.494185893,1.128187705,7.849682181,0.208131622,0.000923418,0.316207221,0.714139088,1.883350293,1.202530185,79,-0.042076318,0.160445795,-0.000799776,0.976764108,2.033113527,1.521684957,1.997362638,0.521758115,1.178461456,1.18732605,1.79611721,1.782930493,1.910915709,1.533333302,0.733846188,1.873992682,0.639106316,0.962432456,0.936632112,6.90950505,7.639960487,7.344725237
DE-RuC,50.5031,6.336,610,OSH,Cfb,1250,144.4969326,-308.671177,453.1681096,8.394262699,6.642721127,0.627656801,6.559148959,0.100725696,0.154518752,0.283421044,0.751242788,1.763587188,1.227614897,79,0.017424138,0.372147234,0.015203189,0.365212235,1.229450536,0.84886446,1.341538453,0.154725248,0.942564201,0.951282036,1.798461342,1.969670582,1.875970674,1.173113728,0.63025651,1.552893782,0.784300813,0.945657081,0.832322724,4.820894611,5.263673758,5.340566439
DE-RuW,50.5049269,6.33096248,610,ENF,Cfb,1250,-477.3086122,-1018.199051,540.890439,8.503626195,6.620495969,1.147385188,6.033811437,0.127920324,0.162539514,0.283421044,0.751242788,1.640372152,1.244071853,79,0.023088246,0.236132913,0.038724561,0.042825431,1.237582421,0.854285717,1.342344308,0.171501826,0.915751016,0.955457914,1.806666565,1.942564249,1.841465354,1.186520195,0.641831541,1.574871826,0.532093448,0.641653393,0.62395933,4.753416173,5.186687862,5.261948751
DE-SfS,47.80629,11.32757,619,WET,Cfb,1127,-397.6562393,-626.6586283,229.002389,9.188936034,7.496782465,0.828849865,11.21916282,0.23929106,0.000941975,0.260687291,0.588811074,1.414108813,1.217325914,230,0.035929558,0.134562285,0.033787925,0.09447991,2.7232234,2.304615355,1.981025624,0.462710702,1.245641041,0.811648428,2.019780731,2.001611733,2.380219984,1.901391959,1.100219774,2.538754606,0.41570457,0.743793975,0.670972138,3.464324295,3.662812603,3.752187696
FR-Bil,44.493652,-0.956092,39,ENF,Cfb,960.1,-406.9057262,-1040.600523,633.6947969,14.10028563,5.788691702,0.533666979,9.756707911,0.009927678,0.8771843,0.311191159,0.574524938,1.23471419,1.476046817,62,-0.0584561,1.54E-05,-0.009735802,0.386216843,1.038827801,1.533186865,0.761684871,0.050915793,0.630329335,0.451794779,1.487765121,1.88974359,1.62241776,0.947911882,0.682564068,1.532234502,0.706203762,0.743242759,0.743628723,3.903931647,4.024703339,3.853499007
SE-Nor,60.0865,17.479504,58,ENF,Dfb,586,340.2249983,-264.6121591,604.8371574,7.185461238,7.74042637,0.623036401,6.971471379,-0.035882523,0.573698076,0.292976502,0.628251314,1.788374987,1.167303817,68.95765686,-0.04070003,0.031465189,-0.006951148,0.833103192,2.851648378,2.331501865,2.987765503,1.715457869,1.696117234,2.144468498,1.801391411,1.951501822,1.547619104,2.141172123,1.765860796,1.813626313,0.601742479,1.241000138,1.079322915,4.591086423,5.220844205,4.996464883
SE-Svb,64.25611,19.7745,267,ENF,Dfc,614,-113.9029404,-440.4116726,326.5087321,3.386623931,8.949932408,0.546643846,6.194548662,0.060906518,0.367055309,0.25498886,0.570681358,1.524929427,0.896430905,61.38302612,-0.006553768,0.701103248,0.005081808,0.818818674,3.350622797,3.050036764,3.615238285,1.938901162,2.454725313,2.480073309,1.867911911,1.809157515,1.542637324,2.330036592,2.096923018,2.120439243,0.537706797,1.284075342,1.156762307,5.086566201,5.857975495,5.813733209
UK-AMo,55.792545,-3.2436917,268,WET,Cfc,960,-16.62584626,-340.8848984,324.2590522,7.884964506,4.76749738,0.654102741,7.014144079,0.052515117,0.043826161,0.398443313,0.614110666,1.247713668,0.935491585,156.6340027,-0.005188879,0.805150316,0.024936702,0.230311826,0.225494489,0.635897434,0.82073257,0.472966999,0.690036535,0.633186674,1.563369942,1.374139094,0.965421283,1.097509193,0.585347986,0.890256381,0.554972648,0.460366395,0.655367799,3.426813329,3.695507077,3.68296139
CA-Mer,45.4094,-75.5186,70,WET,Dfb,943,-109.5422646,-313.9566179,204.4143533,6.147972386,11.61148113,0.700989078,12.51062832,0.012783302,0.625302056,0.271750732,0.481071431,1.180990595,1.071297008,134.5955224,0.029165156,0.071306584,0.082289164,3.32E-06,3.932527447,3.26197834,3.091721487,2.396776581,1.98915751,2.220292997,2.305714226,2.489377308,2.059194279,1.980366302,2.807838774,3.821465206,0.404861974,1.091656685,0.901380222,2.211942908,2.342082009,2.404469209
CA-TPD,42.6353,-80.5577,260,DBF,Dfb,1036,-222.4529966,-690.6323192,468.1793226,10.04734455,10.13946548,1.085348143,7.248821438,0.091186782,0.338522167,0.352956213,0.585328935,2.295309089,1.823614129,82.54545593,0.016787289,0.351367658,0.088443019,1.43E-05,3.444249058,3.236849737,2.746080685,2.030036497,1.691575193,1.803370357,2.281684875,2.486593533,2.221831369,1.924761868,2.279560328,2.896630001,0.751833706,1.819639531,1.640261625,5.312532126,5.652155842,5.809953592
US-BZS,64.6963,-148.3235,100,ENF,Dfd,274,-14.89247986,-214.6545533,199.7620735,-0.957034318,14.91944737,1.324401262,11.79597754,0.089252767,0.381113565,0.173681441,0.361167419,1.132463954,0.843841528,78,0.012686501,0.85793412,0.041006266,0.426629617,3.016556787,1.043663239,3.517362595,1.937582541,1.599194193,1.712894034,2.110915565,2.257655716,1.988717961,0.945933998,3.168498802,2.342564011,0.24719024,0.528194858,0.489748456,3.824196984,3.955972302,3.980628043
US-Cwt,35.0592,-83.4275,690,DBF,Dfb,1800,-40.58585957,-706.2859584,665.7000988,13.25516817,7.257318772,0.449963366,10.70158266,0.02463134,0.430992651,0.428328993,0.728966439,2.617577958,1.450860096,45,0.005873143,0.891047953,0.026196535,0.516220904,1.586666679,1.028644693,1.222857141,0.696336985,1.096703291,1.211941409,1.954725266,1.832674074,1.959926724,1.461245465,2.280805826,1.511794853,0.64718,0.962374048,0.98723997,6.11774638,6.59342464,6.631765692
